CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"patchs_2871"
FILTER	""
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-08-25T10:06:24"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	2871
BEGIN_DATA
1207	"1207"	   42.00	  154.00	   70.00	
1208	"1208"	   84.00	   56.00	   84.00	
1209	"1209"	  168.00	  140.00	   56.00	
1210	"1210"	  112.00	  112.00	  168.00	
1211	"1211"	  238.00	  210.00	  210.00	
1212	"1212"	   14.00	  238.00	   14.00	
1213	"1213"	  196.00	  140.00	  112.00	
1214	"1214"	  238.00	   98.00	   14.00	
1215	"1215"	   28.00	    0.00	  112.00	
1216	"1216"	  196.00	   28.00	   56.00	
1217	"1217"	   84.00	   28.00	  224.00	
1218	"1218"	  112.00	  196.00	   56.00	
1219	"1219"	   70.00	  154.00	   70.00	
1220	"1220"	  196.00	  196.00	  182.00	
1221	"1221"	  168.00	  224.00	  140.00	
1222	"1222"	  112.00	  112.00	  126.00	
1223	"1223"	  238.00	  154.00	   70.00	
1224	"1224"	   98.00	  154.00	  154.00	
1225	"1225"	  112.00	   56.00	   84.00	
1226	"1226"	   70.00	  154.00	  210.00	
1227	"1227"	  255.00	   84.00	  112.00	
1228	"1228"	  182.00	   98.00	  238.00	
1229	"1229"	  224.00	    0.00	   84.00	
1230	"1230"	  224.00	   84.00	  196.00	
1231	"1231"	  224.00	    0.00	  224.00	
1232	"1232"	  224.00	  112.00	  255.00	
1233	"1233"	   42.00	   98.00	   14.00	
1234	"1234"	  126.00	  112.00	  126.00	
1235	"1235"	  238.00	  182.00	   14.00	
1236	"1236"	   42.00	   42.00	  154.00	
1237	"1237"	  255.00	   28.00	  196.00	
1238	"1238"	  140.00	   28.00	  168.00	
1239	"1239"	   98.00	   14.00	   70.00	
1240	"1240"	  210.00	  238.00	   98.00	
1241	"1241"	  154.00	  154.00	  238.00	
1242	"1242"	  255.00	   84.00	  196.00	
1243	"1243"	  255.00	  196.00	   56.00	
1244	"1244"	  238.00	  182.00	  182.00	
1245	"1245"	  126.00	   98.00	  154.00	
1246	"1246"	  224.00	   28.00	   28.00	
1247	"1247"	  182.00	   14.00	   98.00	
1248	"1248"	  196.00	  224.00	    0.00	
1249	"1249"	   28.00	  196.00	  140.00	
1250	"1250"	    0.00	  224.00	  112.00	
1251	"1251"	    0.00	  168.00	   56.00	
1252	"1252"	   70.00	   14.00	   42.00	
1253	"1253"	  210.00	  154.00	  210.00	
1254	"1254"	  255.00	  168.00	  255.00	
1255	"1255"	  154.00	  210.00	   70.00	
1256	"1256"	  112.00	  168.00	   84.00	
1257	"1257"	   70.00	   70.00	   56.00	
1258	"1258"	  126.00	  210.00	  210.00	
1259	"1259"	   14.00	  182.00	  210.00	
1260	"1260"	  210.00	   98.00	   14.00	
1261	"1261"	  133.00	  140.00	  133.00	
1262	"1262"	    0.00	   28.00	   28.00	
1263	"1263"	   28.00	  140.00	  255.00	
1264	"1264"	  126.00	  154.00	  210.00	
1265	"1265"	  112.00	  112.00	    0.00	
1266	"1266"	   70.00	  182.00	   98.00	
1267	"1267"	  210.00	  182.00	  154.00	
1268	"1268"	  168.00	  168.00	  140.00	
1269	"1269"	   70.00	  126.00	  210.00	
1270	"1270"	  154.00	   70.00	   98.00	
1271	"1271"	  126.00	   70.00	   14.00	
1272	"1272"	   70.00	  154.00	  238.00	
1273	"1273"	   70.00	  126.00	   14.00	
1274	"1274"	  210.00	   14.00	  154.00	
1275	"1275"	   70.00	  238.00	  210.00	
1276	"1276"	   84.00	  255.00	  168.00	
1277	"1277"	   28.00	  168.00	  224.00	
1278	"1278"	  168.00	  168.00	  168.00	
1279	"1279"	  182.00	   42.00	  182.00	
1280	"1280"	    0.00	  112.00	  196.00	
1281	"1281"	   28.00	  112.00	   28.00	
1282	"1282"	  154.00	   70.00	  182.00	
1283	"1283"	  224.00	   28.00	  255.00	
1284	"1284"	  112.00	    0.00	    0.00	
1285	"1285"	  210.00	   98.00	  210.00	
1286	"1286"	  154.00	  182.00	  154.00	
1287	"1287"	   98.00	  105.00	   98.00	
1288	"1288"	  210.00	   42.00	  210.00	
1289	"1289"	  140.00	  112.00	   28.00	
1290	"1290"	  255.00	  224.00	   84.00	
1291	"1291"	  182.00	  154.00	  238.00	
1292	"1292"	    0.00	    7.00	    0.00	
1293	"1293"	  168.00	   28.00	  196.00	
1294	"1294"	  196.00	  224.00	  255.00	
1295	"1295"	    0.00	   84.00	   56.00	
1296	"1296"	   70.00	  126.00	  238.00	
1297	"1297"	  182.00	   42.00	  210.00	
1298	"1298"	   28.00	  255.00	  140.00	
1299	"1299"	  112.00	   28.00	   56.00	
1300	"1300"	  154.00	  140.00	  140.00	
1301	"1301"	  168.00	  224.00	  196.00	
1302	"1302"	  168.00	  255.00	  112.00	
1303	"1303"	   56.00	  196.00	   84.00	
1304	"1304"	   14.00	    0.00	   14.00	
1305	"1305"	   42.00	  182.00	  182.00	
1306	"1306"	  196.00	   84.00	  196.00	
1307	"1307"	    0.00	   84.00	    0.00	
1308	"1308"	  210.00	   98.00	  182.00	
1309	"1309"	    0.00	   28.00	  255.00	
1310	"1310"	  112.00	   28.00	  112.00	
1311	"1311"	  224.00	   56.00	  112.00	
1312	"1312"	   42.00	  182.00	  154.00	
1313	"1313"	  133.00	  133.00	  133.00	
1314	"1314"	    0.00	  140.00	  224.00	
1315	"1315"	   98.00	  154.00	   70.00	
1316	"1316"	  154.00	   42.00	   98.00	
1317	"1317"	  182.00	   42.00	  154.00	
1318	"1318"	   56.00	   28.00	   28.00	
1319	"1319"	   14.00	   14.00	   42.00	
1320	"1320"	  154.00	   70.00	  210.00	
1321	"1321"	   84.00	  196.00	  168.00	
1322	"1322"	   98.00	  210.00	  182.00	
1323	"1323"	   28.00	  140.00	  168.00	
1324	"1324"	  112.00	   28.00	   28.00	
1325	"1325"	  126.00	  126.00	  112.00	
1326	"1326"	    0.00	  140.00	  140.00	
1327	"1327"	  168.00	   84.00	   28.00	
1328	"1328"	  168.00	  255.00	  224.00	
1329	"1329"	   98.00	   70.00	   14.00	
1330	"1330"	  140.00	  112.00	  112.00	
1331	"1331"	   56.00	  255.00	  224.00	
1332	"1332"	  196.00	  140.00	  255.00	
1333	"1333"	  255.00	  112.00	  112.00	
1334	"1334"	   42.00	   98.00	   42.00	
1335	"1335"	  112.00	  168.00	   56.00	
1336	"1336"	  154.00	   70.00	  154.00	
1337	"1337"	  224.00	   84.00	   84.00	
1338	"1338"	   84.00	    0.00	  196.00	
1339	"1339"	   84.00	  168.00	  255.00	
1340	"1340"	  112.00	   56.00	   28.00	
1341	"1341"	  119.00	  112.00	  119.00	
1342	"1342"	   56.00	    0.00	   28.00	
1343	"1343"	  182.00	  210.00	  182.00	
1344	"1344"	  224.00	  168.00	   84.00	
1345	"1345"	   56.00	  112.00	  112.00	
1346	"1346"	   84.00	    0.00	   28.00	
1347	"1347"	   14.00	   14.00	  182.00	
1348	"1348"	   14.00	   98.00	  154.00	
1349	"1349"	  238.00	  154.00	  238.00	
1350	"1350"	  224.00	  112.00	  140.00	
1351	"1351"	  255.00	   84.00	  140.00	
1352	"1352"	   98.00	  126.00	  182.00	
1353	"1353"	  112.00	   28.00	    0.00	
1354	"1354"	   56.00	  168.00	  168.00	
1355	"1355"	   84.00	  168.00	   28.00	
1356	"1356"	  168.00	  112.00	  112.00	
1357	"1357"	  238.00	  182.00	   70.00	
1358	"1358"	    0.00	    0.00	   14.00	
1359	"1359"	  140.00	  255.00	   84.00	
1360	"1360"	   84.00	  140.00	   84.00	
1361	"1361"	  238.00	   98.00	   42.00	
1362	"1362"	  255.00	   56.00	    0.00	
1363	"1363"	  255.00	    0.00	  196.00	
1364	"1364"	  154.00	  154.00	  140.00	
1365	"1365"	  224.00	  255.00	   56.00	
1366	"1366"	  182.00	  182.00	   70.00	
1367	"1367"	  255.00	  224.00	   28.00	
1368	"1368"	    0.00	  196.00	  140.00	
1369	"1369"	  126.00	   14.00	  126.00	
1370	"1370"	   42.00	   14.00	  182.00	
1371	"1371"	   84.00	  168.00	  196.00	
1372	"1372"	   84.00	   28.00	  168.00	
1373	"1373"	  154.00	  154.00	  126.00	
1374	"1374"	  210.00	  210.00	   14.00	
1375	"1375"	   70.00	   70.00	  154.00	
1376	"1376"	   84.00	   56.00	  168.00	
1377	"1377"	   42.00	   98.00	  182.00	
1378	"1378"	   56.00	  112.00	  140.00	
1379	"1379"	  140.00	  112.00	  168.00	
1380	"1380"	   28.00	  224.00	   56.00	
1381	"1381"	   70.00	  210.00	  210.00	
1382	"1382"	  238.00	   70.00	  238.00	
1383	"1383"	   14.00	  238.00	  154.00	
1384	"1384"	  255.00	    0.00	  168.00	
1385	"1385"	  238.00	   14.00	   42.00	
1386	"1386"	  182.00	   70.00	  182.00	
1387	"1387"	   84.00	  112.00	  224.00	
1388	"1388"	  168.00	  168.00	   84.00	
1389	"1389"	  210.00	  126.00	  182.00	
1390	"1390"	  224.00	  168.00	  112.00	
1391	"1391"	  210.00	  210.00	   70.00	
1392	"1392"	   14.00	  126.00	  126.00	
1393	"1393"	  168.00	  112.00	  224.00	
1394	"1394"	   70.00	  210.00	  238.00	
1395	"1395"	   14.00	  182.00	  182.00	
1396	"1396"	   42.00	  182.00	   42.00	
1397	"1397"	  168.00	  255.00	  168.00	
1398	"1398"	   56.00	   56.00	   70.00	
1399	"1399"	  112.00	  168.00	  168.00	
1400	"1400"	   14.00	   70.00	  182.00	
1401	"1401"	   70.00	  182.00	  210.00	
1402	"1402"	    0.00	   84.00	  196.00	
1403	"1403"	  238.00	  210.00	  238.00	
1404	"1404"	   84.00	   56.00	   56.00	
1405	"1405"	   42.00	  238.00	  210.00	
1406	"1406"	   28.00	  140.00	   84.00	
1407	"1407"	    0.00	   84.00	  140.00	
1408	"1408"	   42.00	  210.00	  154.00	
1409	"1409"	  140.00	  196.00	  224.00	
1410	"1410"	  224.00	  140.00	  196.00	
1411	"1411"	   84.00	  196.00	   84.00	
1412	"1412"	    0.00	  196.00	  112.00	
1413	"1413"	    0.00	  196.00	  224.00	
1414	"1414"	  224.00	  140.00	  224.00	
1415	"1415"	  112.00	  126.00	  126.00	
1416	"1416"	   42.00	   42.00	  210.00	
1417	"1417"	  154.00	   42.00	  238.00	
1418	"1418"	  126.00	  238.00	   98.00	
1419	"1419"	   14.00	  210.00	  126.00	
1420	"1420"	  140.00	  224.00	   56.00	
1421	"1421"	  154.00	   42.00	  182.00	
1422	"1422"	   14.00	   14.00	  126.00	
1423	"1423"	   84.00	   28.00	  255.00	
1424	"1424"	   56.00	   56.00	   42.00	
1425	"1425"	   70.00	   98.00	  126.00	
1426	"1426"	   28.00	  140.00	  140.00	
1427	"1427"	   14.00	   14.00	   98.00	
1428	"1428"	  196.00	   28.00	  112.00	
1429	"1429"	   70.00	   84.00	   70.00	
1430	"1430"	   84.00	  168.00	    0.00	
1431	"1431"	   84.00	  140.00	   56.00	
1432	"1432"	  224.00	  168.00	  168.00	
1433	"1433"	  154.00	  126.00	   42.00	
1434	"1434"	  154.00	   98.00	   42.00	
1435	"1435"	  126.00	  238.00	  126.00	
1436	"1436"	  168.00	  140.00	  196.00	
1437	"1437"	  182.00	   70.00	  238.00	
1438	"1438"	  182.00	  126.00	  126.00	
1439	"1439"	  210.00	  154.00	  154.00	
1440	"1440"	  210.00	  217.00	  210.00	
1441	"1441"	   56.00	   28.00	   56.00	
1442	"1442"	   98.00	   14.00	  210.00	
1443	"1443"	  255.00	  168.00	  168.00	
1444	"1444"	   70.00	  210.00	  154.00	
1445	"1445"	  255.00	  255.00	   28.00	
1446	"1446"	   70.00	   63.00	   70.00	
1447	"1447"	  126.00	   70.00	  238.00	
1448	"1448"	  140.00	    0.00	   28.00	
1449	"1449"	  182.00	   98.00	  126.00	
1450	"1450"	  255.00	   56.00	  224.00	
1451	"1451"	   70.00	  126.00	   42.00	
1452	"1452"	   42.00	   98.00	  154.00	
1453	"1453"	   84.00	  196.00	   56.00	
1454	"1454"	  238.00	  245.00	  238.00	
1455	"1455"	   28.00	  224.00	  112.00	
1456	"1456"	  182.00	  182.00	  196.00	
1457	"1457"	  255.00	   28.00	  140.00	
1458	"1458"	   14.00	  238.00	  182.00	
1459	"1459"	  140.00	   56.00	  196.00	
1460	"1460"	   70.00	  210.00	   14.00	
1461	"1461"	   56.00	   70.00	   56.00	
1462	"1462"	  182.00	  238.00	   42.00	
1463	"1463"	  112.00	  224.00	    0.00	
1464	"1464"	  126.00	  238.00	   14.00	
1465	"1465"	   84.00	  196.00	  224.00	
1466	"1466"	  231.00	  238.00	  231.00	
1467	"1467"	  126.00	   70.00	   70.00	
1468	"1468"	  119.00	  119.00	  119.00	
1469	"1469"	   98.00	  154.00	   98.00	
1470	"1470"	  224.00	  196.00	  112.00	
1471	"1471"	  112.00	    0.00	  168.00	
1472	"1472"	  210.00	   14.00	  238.00	
1473	"1473"	  168.00	  196.00	   28.00	
1474	"1474"	  168.00	    0.00	  255.00	
1475	"1475"	   84.00	  196.00	    0.00	
1476	"1476"	  154.00	   98.00	   70.00	
1477	"1477"	   84.00	   56.00	  255.00	
1478	"1478"	   42.00	  126.00	  126.00	
1479	"1479"	   98.00	   14.00	   14.00	
1480	"1480"	   42.00	   56.00	   42.00	
1481	"1481"	   84.00	  112.00	  140.00	
1482	"1482"	  168.00	  196.00	  168.00	
1483	"1483"	   84.00	   98.00	   98.00	
1484	"1484"	   28.00	   84.00	  196.00	
1485	"1485"	  255.00	  196.00	  112.00	
1486	"1486"	  140.00	  255.00	  255.00	
1487	"1487"	    0.00	   84.00	  255.00	
1488	"1488"	  168.00	  224.00	  112.00	
1489	"1489"	   98.00	  154.00	   42.00	
1490	"1490"	  224.00	   56.00	   84.00	
1491	"1491"	   98.00	  210.00	   70.00	
1492	"1492"	   98.00	  126.00	  238.00	
1493	"1493"	  112.00	  168.00	  224.00	
1494	"1494"	   56.00	   84.00	  168.00	
1495	"1495"	  182.00	  182.00	  238.00	
1496	"1496"	   42.00	  126.00	   70.00	
1497	"1497"	  126.00	   70.00	  182.00	
1498	"1498"	   28.00	  196.00	   56.00	
1499	"1499"	   28.00	   56.00	  140.00	
1500	"1500"	   42.00	  238.00	   42.00	
1501	"1501"	  224.00	  224.00	   84.00	
1502	"1502"	   42.00	   98.00	   98.00	
1503	"1503"	  224.00	  255.00	  255.00	
1504	"1504"	   70.00	  238.00	  238.00	
1505	"1505"	  112.00	   84.00	  168.00	
1506	"1506"	   14.00	   70.00	   42.00	
1507	"1507"	  182.00	  238.00	  210.00	
1508	"1508"	    0.00	   28.00	  168.00	
1509	"1509"	  210.00	   70.00	  182.00	
1510	"1510"	  182.00	   98.00	  210.00	
1511	"1511"	   28.00	  224.00	    0.00	
1512	"1512"	   98.00	   98.00	   84.00	
1513	"1513"	   56.00	   28.00	    0.00	
1514	"1514"	   56.00	   56.00	  196.00	
1515	"1515"	  238.00	   42.00	   98.00	
1516	"1516"	   49.00	   56.00	   49.00	
1517	"1517"	   14.00	  210.00	  210.00	
1518	"1518"	  196.00	  168.00	  168.00	
1519	"1519"	  210.00	   70.00	  210.00	
1520	"1520"	  154.00	   42.00	  210.00	
1521	"1521"	  196.00	  224.00	  140.00	
1522	"1522"	   14.00	   70.00	   98.00	
1523	"1523"	   28.00	   84.00	   56.00	
1524	"1524"	  255.00	  224.00	  168.00	
1525	"1525"	    0.00	  168.00	  255.00	
1526	"1526"	  255.00	   84.00	  255.00	
1527	"1527"	   70.00	  210.00	   70.00	
1528	"1528"	  210.00	   98.00	   42.00	
1529	"1529"	   98.00	  210.00	  238.00	
1530	"1530"	  238.00	  238.00	  154.00	
1531	"1531"	  255.00	    0.00	    0.00	
1532	"1532"	   28.00	   28.00	  255.00	
1533	"1533"	   70.00	  126.00	  154.00	
1534	"1534"	  224.00	  224.00	  112.00	
1535	"1535"	   28.00	  255.00	   84.00	
1536	"1536"	  126.00	  210.00	   14.00	
1537	"1537"	   56.00	  140.00	   28.00	
1538	"1538"	  255.00	   84.00	  224.00	
1539	"1539"	  140.00	  112.00	  255.00	
1540	"1540"	  154.00	   98.00	  238.00	
1541	"1541"	   56.00	  255.00	  168.00	
1542	"1542"	  168.00	  196.00	   84.00	
1543	"1543"	   70.00	   14.00	  210.00	
1544	"1544"	   56.00	  140.00	  112.00	
1545	"1545"	  238.00	  126.00	   98.00	
1546	"1546"	  255.00	  140.00	    0.00	
1547	"1547"	  154.00	  126.00	  210.00	
1548	"1548"	  168.00	   28.00	  140.00	
1549	"1549"	  196.00	  255.00	   56.00	
1550	"1550"	  154.00	  210.00	  210.00	
1551	"1551"	  140.00	  224.00	  255.00	
1552	"1552"	   98.00	   91.00	   98.00	
1553	"1553"	  140.00	   28.00	  196.00	
1554	"1554"	   56.00	   28.00	  168.00	
1555	"1555"	   70.00	   70.00	   14.00	
1556	"1556"	  210.00	  126.00	   70.00	
1557	"1557"	  140.00	  140.00	  196.00	
1558	"1558"	   42.00	   70.00	  182.00	
1559	"1559"	   28.00	   28.00	  112.00	
1560	"1560"	  168.00	   84.00	   84.00	
1561	"1561"	   84.00	  255.00	   84.00	
1562	"1562"	  210.00	  126.00	   14.00	
1563	"1563"	   28.00	  112.00	  224.00	
1564	"1564"	   14.00	  154.00	   98.00	
1565	"1565"	  224.00	  168.00	    0.00	
1566	"1566"	   70.00	  154.00	  182.00	
1567	"1567"	  182.00	  126.00	  182.00	
1568	"1568"	  126.00	  126.00	   98.00	
1569	"1569"	    0.00	   84.00	   84.00	
1570	"1570"	   84.00	    0.00	  112.00	
1571	"1571"	   84.00	   70.00	   84.00	
1572	"1572"	  238.00	  238.00	   42.00	
1573	"1573"	  168.00	  112.00	  196.00	
1574	"1574"	   98.00	   70.00	  126.00	
1575	"1575"	  140.00	   56.00	  224.00	
1576	"1576"	  182.00	  154.00	  210.00	
1577	"1577"	   14.00	   42.00	   98.00	
1578	"1578"	  140.00	  133.00	  140.00	
1579	"1579"	   98.00	   42.00	   42.00	
1580	"1580"	  210.00	  238.00	  126.00	
1581	"1581"	  154.00	  154.00	  168.00	
1582	"1582"	   42.00	  238.00	  154.00	
1583	"1583"	  196.00	   28.00	  168.00	
1584	"1584"	  168.00	  175.00	  168.00	
1585	"1585"	   56.00	  224.00	  196.00	
1586	"1586"	  112.00	   84.00	  140.00	
1587	"1587"	   42.00	   70.00	   70.00	
1588	"1588"	   28.00	   56.00	   28.00	
1589	"1589"	  255.00	  255.00	  224.00	
1590	"1590"	  140.00	  196.00	    0.00	
1591	"1591"	  255.00	  112.00	  255.00	
1592	"1592"	  224.00	  112.00	   56.00	
1593	"1593"	   56.00	   28.00	  112.00	
1594	"1594"	  224.00	    0.00	  255.00	
1595	"1595"	   14.00	  126.00	  238.00	
1596	"1596"	  238.00	  182.00	  154.00	
1597	"1597"	  140.00	   28.00	   56.00	
1598	"1598"	  255.00	  255.00	  255.00	
1599	"1599"	  154.00	  210.00	  182.00	
1600	"1600"	   98.00	   42.00	  210.00	
1601	"1601"	  154.00	  210.00	   42.00	
1602	"1602"	  238.00	  238.00	  126.00	
1603	"1603"	  203.00	  196.00	  203.00	
1604	"1604"	  112.00	  126.00	  112.00	
1605	"1605"	   42.00	   28.00	   28.00	
1606	"1606"	  196.00	   28.00	  140.00	
1607	"1607"	   42.00	   70.00	  210.00	
1608	"1608"	  224.00	   84.00	   56.00	
1609	"1609"	   28.00	  196.00	  224.00	
1610	"1610"	  140.00	  168.00	    0.00	
1611	"1611"	  140.00	  224.00	  196.00	
1612	"1612"	   98.00	  238.00	   98.00	
1613	"1613"	   70.00	  182.00	  154.00	
1614	"1614"	  210.00	  238.00	  182.00	
1615	"1615"	   98.00	   98.00	  210.00	
1616	"1616"	   98.00	  182.00	  238.00	
1617	"1617"	   84.00	  168.00	  168.00	
1618	"1618"	   28.00	  140.00	  112.00	
1619	"1619"	   70.00	  154.00	  154.00	
1620	"1620"	   56.00	  196.00	   28.00	
1621	"1621"	  112.00	  105.00	  112.00	
1622	"1622"	  224.00	  224.00	  140.00	
1623	"1623"	   14.00	   42.00	   14.00	
1624	"1624"	  189.00	  189.00	  189.00	
1625	"1625"	   84.00	  140.00	  196.00	
1626	"1626"	  210.00	   70.00	   98.00	
1627	"1627"	   98.00	   98.00	   14.00	
1628	"1628"	   84.00	  140.00	  140.00	
1629	"1629"	   42.00	  182.00	  126.00	
1630	"1630"	  175.00	  168.00	  175.00	
1631	"1631"	  238.00	   70.00	   14.00	
1632	"1632"	  196.00	  112.00	  112.00	
1633	"1633"	   14.00	   70.00	  154.00	
1634	"1634"	  238.00	  210.00	   70.00	
1635	"1635"	  140.00	   56.00	   84.00	
1636	"1636"	   28.00	  140.00	  196.00	
1637	"1637"	  154.00	  154.00	  210.00	
1638	"1638"	   42.00	   70.00	  126.00	
1639	"1639"	  238.00	  238.00	   98.00	
1640	"1640"	  210.00	   70.00	  238.00	
1641	"1641"	  210.00	   42.00	  154.00	
1642	"1642"	  126.00	  182.00	   42.00	
1643	"1643"	  140.00	  112.00	   84.00	
1644	"1644"	  154.00	  182.00	   70.00	
1645	"1645"	  140.00	  140.00	  112.00	
1646	"1646"	   42.00	   70.00	   42.00	
1647	"1647"	  140.00	   28.00	  140.00	
1648	"1648"	  168.00	   84.00	    0.00	
1649	"1649"	  196.00	   84.00	  255.00	
1650	"1650"	  126.00	  182.00	  210.00	
1651	"1651"	  255.00	  112.00	   84.00	
1652	"1652"	  112.00	  255.00	  224.00	
1653	"1653"	   28.00	  255.00	  112.00	
1654	"1654"	  112.00	   56.00	  196.00	
1655	"1655"	  238.00	  210.00	  154.00	
1656	"1656"	    0.00	   56.00	    0.00	
1657	"1657"	  126.00	  154.00	   42.00	
1658	"1658"	   91.00	   91.00	   91.00	
1659	"1659"	    0.00	   14.00	   14.00	
1660	"1660"	    0.00	   56.00	  140.00	
1661	"1661"	  154.00	  182.00	  238.00	
1662	"1662"	  210.00	  210.00	  210.00	
1663	"1663"	   28.00	   56.00	    0.00	
1664	"1664"	  224.00	  196.00	  196.00	
1665	"1665"	  140.00	  255.00	    0.00	
1666	"1666"	  196.00	   56.00	  224.00	
1667	"1667"	   28.00	  196.00	   84.00	
1668	"1668"	  168.00	  140.00	  140.00	
1669	"1669"	  140.00	  140.00	  224.00	
1670	"1670"	   84.00	  224.00	  112.00	
1671	"1671"	    0.00	  196.00	  168.00	
1672	"1672"	  140.00	  168.00	   56.00	
1673	"1673"	  182.00	  182.00	  182.00	
1674	"1674"	  168.00	  112.00	   28.00	
1675	"1675"	    0.00	  255.00	  224.00	
1676	"1676"	  126.00	   14.00	  210.00	
1677	"1677"	  182.00	  210.00	   98.00	
1678	"1678"	   98.00	  238.00	  126.00	
1679	"1679"	  196.00	  255.00	  196.00	
1680	"1680"	  112.00	  224.00	   56.00	
1681	"1681"	  168.00	   56.00	   56.00	
1682	"1682"	  126.00	  238.00	   70.00	
1683	"1683"	  196.00	   28.00	  196.00	
1684	"1684"	  196.00	   56.00	  140.00	
1685	"1685"	   56.00	  168.00	  196.00	
1686	"1686"	  210.00	  238.00	  238.00	
1687	"1687"	   28.00	   84.00	  112.00	
1688	"1688"	  154.00	  182.00	   14.00	
1689	"1689"	    0.00	   56.00	   28.00	
1690	"1690"	  224.00	   84.00	  112.00	
1691	"1691"	  224.00	   28.00	  168.00	
1692	"1692"	  126.00	  140.00	  140.00	
1693	"1693"	  255.00	  196.00	  255.00	
1694	"1694"	  210.00	  182.00	  210.00	
1695	"1695"	    0.00	  224.00	   28.00	
1696	"1696"	   98.00	   98.00	  154.00	
1697	"1697"	  182.00	  126.00	  210.00	
1698	"1698"	  168.00	   56.00	  255.00	
1699	"1699"	   84.00	  196.00	  255.00	
1700	"1700"	  140.00	  140.00	  154.00	
1701	"1701"	  210.00	   98.00	   70.00	
1702	"1702"	  140.00	   84.00	  196.00	
1703	"1703"	   98.00	  238.00	  210.00	
1704	"1704"	  154.00	  182.00	  182.00	
1705	"1705"	  255.00	    0.00	   28.00	
1706	"1706"	  224.00	   56.00	  168.00	
1707	"1707"	  238.00	  238.00	  238.00	
1708	"1708"	   42.00	  126.00	  238.00	
1709	"1709"	   70.00	   42.00	   42.00	
1710	"1710"	  238.00	   42.00	  210.00	
1711	"1711"	  224.00	  168.00	  196.00	
1712	"1712"	    0.00	  255.00	   56.00	
1713	"1713"	    0.00	  168.00	  168.00	
1714	"1714"	   28.00	  196.00	  112.00	
1715	"1715"	  154.00	   98.00	   98.00	
1716	"1716"	   84.00	   84.00	   70.00	
1717	"1717"	   56.00	   56.00	  255.00	
1718	"1718"	  255.00	  255.00	  140.00	
1719	"1719"	   28.00	   56.00	   56.00	
1720	"1720"	   56.00	   84.00	  140.00	
1721	"1721"	   56.00	  112.00	   56.00	
1722	"1722"	  210.00	   70.00	   70.00	
1723	"1723"	  196.00	   56.00	  112.00	
1724	"1724"	   14.00	  238.00	  210.00	
1725	"1725"	    7.00	    0.00	    7.00	
1726	"1726"	    0.00	  112.00	   56.00	
1727	"1727"	  154.00	  182.00	   98.00	
1728	"1728"	  255.00	  112.00	  196.00	
1729	"1729"	   56.00	  112.00	  168.00	
1730	"1730"	   98.00	   14.00	  154.00	
1731	"1731"	   42.00	   14.00	   42.00	
1732	"1732"	   56.00	  168.00	    0.00	
1733	"1733"	  168.00	   28.00	   84.00	
1734	"1734"	  182.00	  182.00	   42.00	
1735	"1735"	  112.00	  224.00	  140.00	
1736	"1736"	  224.00	  140.00	   56.00	
1737	"1737"	  168.00	  182.00	  182.00	
1738	"1738"	  255.00	   56.00	  140.00	
1739	"1739"	   70.00	  154.00	   42.00	
1740	"1740"	   56.00	   84.00	  196.00	
1741	"1741"	   28.00	    0.00	   84.00	
1742	"1742"	  238.00	   42.00	  182.00	
1743	"1743"	   42.00	   14.00	   14.00	
1744	"1744"	   56.00	  224.00	   28.00	
1745	"1745"	   84.00	    0.00	    0.00	
1746	"1746"	  140.00	  224.00	  140.00	
1747	"1747"	  238.00	  238.00	   14.00	
1748	"1748"	  126.00	  126.00	  126.00	
1749	"1749"	   28.00	  112.00	   56.00	
1750	"1750"	   28.00	   14.00	   14.00	
1751	"1751"	  182.00	  126.00	   98.00	
1752	"1752"	  238.00	   98.00	   98.00	
1753	"1753"	   56.00	  224.00	  224.00	
1754	"1754"	  105.00	   98.00	  105.00	
1755	"1755"	  196.00	   56.00	  168.00	
1756	"1756"	  255.00	  140.00	  112.00	
1757	"1757"	   14.00	   14.00	  154.00	
1758	"1758"	   84.00	    0.00	  168.00	
1759	"1759"	  112.00	  140.00	   28.00	
1760	"1760"	  168.00	   84.00	  196.00	
1761	"1761"	   14.00	  238.00	   70.00	
1762	"1762"	  168.00	  255.00	   84.00	
1763	"1763"	   28.00	    0.00	  255.00	
1764	"1764"	  238.00	   98.00	  126.00	
1765	"1765"	    0.00	  196.00	   56.00	
1766	"1766"	  224.00	   28.00	    0.00	
1767	"1767"	   98.00	   98.00	  126.00	
1768	"1768"	  182.00	  196.00	  196.00	
1769	"1769"	  154.00	   14.00	   98.00	
1770	"1770"	   14.00	    0.00	    0.00	
1771	"1771"	  168.00	    0.00	  112.00	
1772	"1772"	  168.00	  255.00	  255.00	
1773	"1773"	  224.00	  224.00	  196.00	
1774	"1774"	  238.00	   14.00	  210.00	
1775	"1775"	  182.00	  126.00	   14.00	
1776	"1776"	   56.00	  224.00	  140.00	
1777	"1777"	   14.00	  238.00	  238.00	
1778	"1778"	   14.00	   14.00	   28.00	
